%
% index = 2099, name = bbob_f014_i21_d10__bbob_f021_i22_d10
% instance = 10, reference value = 9.211405342692310e-001
% function evaluation | indicator value | target hit
1	1.029968275396231e+000	1.047128548050900e+000
2	9.386958935727311e-001	9.549925860214360e-001
14	9.022581464776014e-001	9.120108393559098e-001
45	8.886648273141824e-001	8.912509381337456e-001
52	8.255414896855641e-001	8.317637711026710e-001
66	7.339921687165802e-001	7.413102413009175e-001
67	7.067402800476192e-001	7.079457843841379e-001
131	6.746848883908441e-001	6.760829753919818e-001
391	6.589726226941690e-001	6.606934480075960e-001
1056	6.444453362001847e-001	6.456542290346555e-001
2199	5.504327065505033e-001	5.623413251903491e-001
2315	5.024180668709291e-001	5.128613839913648e-001
3556	5.011749631281089e-001	5.011872336272722e-001
5147	4.650966303429056e-001	4.677351412871982e-001
5570	4.265157065831466e-001	4.265795188015927e-001
10374	3.593769529281018e-001	3.630780547701014e-001
12053	3.545626943720257e-001	3.548133892335755e-001
15527	3.330655134086494e-001	3.388441561392026e-001
23684	3.311300911258845e-001	3.311311214825911e-001
24716	3.199009655344046e-001	3.235936569296283e-001
28378	3.144195923337113e-001	3.162277660168379e-001
32360	2.888024654771227e-001	2.951209226666385e-001
35357	2.338650475367652e-001	2.344228815319922e-001
39969	2.273720063907487e-001	2.290867652767773e-001
40700	2.237703559103110e-001	2.238721138568340e-001
56529	1.825984789552605e-001	1.862087136662868e-001
62826	1.817204498964130e-001	1.819700858609984e-001
150146	1.771763767452806e-001	1.778279410038923e-001
293418	1.737490791531896e-001	1.737800828749375e-001
881837	1.691027387652575e-001	1.698243652461744e-001
1253355	1.628684408532629e-001	1.659586907437561e-001
1332436	1.601116443708132e-001	1.621810097358930e-001
1399980	1.584158701021025e-001	1.584893192461113e-001
2117098	1.527261511261600e-001	1.548816618912481e-001
2306684	1.296478920473757e-001	1.318256738556407e-001
2712548	1.277787637223783e-001	1.288249551693134e-001
3072509	1.252797267691571e-001	1.258925411794167e-001
3095049	1.212876454719921e-001	1.230268770812382e-001
3172260	1.134477767469375e-001	1.148153621496883e-001
3681457	1.119793438335867e-001	1.122018454301964e-001
5254180	1.090068957048455e-001	1.096478196143185e-001
6427054	1.058775676725512e-001	1.071519305237607e-001
7525829	1.044837263460510e-001	1.047128548050900e-001
7923165	1.021875363013279e-001	1.023292992280754e-001
9085857	9.977826647783816e-002	1.000000000000000e-001
10000000	9.781314189326607e-002	1.000000000000000e-001
%
% index = 2090, name = bbob_f014_i02_d10__bbob_f021_i04_d10
% instance = 1, reference value = 9.624696339039380e-001
% function evaluation | indicator value | target hit
1	1.027582709450583e+000	1.047128548050900e+000
3	9.500600740089618e-001	9.549925860214360e-001
7	9.027237909172521e-001	9.120108393559098e-001
15	8.829525051730252e-001	8.912509381337456e-001
17	7.999742335211869e-001	8.128305161640993e-001
71	7.918292557596118e-001	7.943282347242815e-001
174	7.385534998236891e-001	7.413102413009175e-001
219	7.242596582558454e-001	7.244359600749900e-001
311	6.022500848244319e-001	6.025595860743578e-001
410	5.653975485107433e-001	5.754399373371569e-001
508	4.973993348904396e-001	5.011872336272722e-001
1520	4.525911533011425e-001	4.570881896148750e-001
2649	2.932482826814334e-001	2.951209226666385e-001
4742	2.858247568098176e-001	2.884031503126606e-001
12892	2.059374372237153e-001	2.089296130854039e-001
