%
% index = 2739, name = bbob_f020_i21_d20__bbob_f021_i22_d20
% instance = 10, reference value = 9.739818914772170e-001
% function evaluation | indicator value | target hit
1	3.081613169899582e+000	3.090295432513591e+000
2	2.113813536866683e+000	2.137962089502232e+000
3	1.479641831954217e+000	1.513561248436208e+000
4	1.224528884650899e+000	1.230268770812382e+000
7	9.857859197265247e-001	1.000000000000000e+000
24	9.733220121723852e-001	9.772372209558107e-001
174	9.536199469869858e-001	9.549925860214360e-001
1026	9.292053625418247e-001	9.332543007969910e-001
2106	9.114209143717181e-001	9.120108393559098e-001
5154	8.904029886922230e-001	8.912509381337456e-001
12990	8.700290935139231e-001	8.709635899560806e-001
41118	8.490156193824017e-001	8.511380382023764e-001
58773	8.229327564812246e-001	8.317637711026710e-001
113376	8.116401545502630e-001	8.128305161640993e-001
123962	7.414115888103671e-001	7.585775750291838e-001
160929	7.408830186287171e-001	7.413102413009175e-001
427474	7.130760681624828e-001	7.244359600749900e-001
727944	6.890583014798520e-001	6.918309709189364e-001
1575112	6.759927424090340e-001	6.760829753919818e-001
2075563	6.601973134185148e-001	6.606934480075960e-001
4579300	6.212092501302802e-001	6.309573444801933e-001
5843824	6.040949331810823e-001	6.165950018614822e-001
6787677	5.552639318600214e-001	5.623413251903491e-001
8193891	5.463280070168255e-001	5.495408738576245e-001
11056188	4.396924195551007e-001	4.466835921509632e-001
20000000	4.378182250310562e-001	4.466835921509632e-001
%
% index = 2730, name = bbob_f020_i02_d20__bbob_f021_i04_d20
% instance = 1, reference value = 9.757545622984560e-001
% function evaluation | indicator value | target hit
1	1.249721458741826e+000	1.258925411794167e+000
3	1.083008837240927e+000	1.096478196143185e+000
4	1.002586319658456e+000	1.023292992280754e+000
7	9.777660277874560e-001	1.000000000000000e+000
8	9.739988329679585e-001	9.772372209558107e-001
21	9.390434480353149e-001	9.549925860214360e-001
55	9.102553290129379e-001	9.120108393559098e-001
475	8.791386605364771e-001	8.912509381337456e-001
3444	8.621035797385768e-001	8.709635899560806e-001
10766	8.509936051499072e-001	8.511380382023764e-001
13319	8.278715519950923e-001	8.317637711026710e-001
18893	7.693473130415856e-001	7.762471166286917e-001
55635	7.515125516208943e-001	7.585775750291838e-001
77459	6.583893281432172e-001	6.606934480075960e-001
219005	6.454322525431686e-001	6.456542290346555e-001
349161	5.401253684963018e-001	5.495408738576245e-001
640218	5.293907648910627e-001	5.370317963702527e-001
994273	5.070699936164105e-001	5.128613839913648e-001
2330475	4.975337711219337e-001	5.011872336272722e-001
5499794	4.882015759168961e-001	4.897788193684462e-001
19954904	4.762542338284996e-001	4.786300923226383e-001
20000000	4.762542338284996e-001	4.786300923226383e-001
%
% index = 2731, name = bbob_f020_i03_d20__bbob_f021_i05_d20
% instance = 2, reference value = 9.785039357304300e-001
% function evaluation | indicator value | target hit
1	2.320929281282310e+000	2.344228815319922e+000
3	1.659650726416649e+000	1.698243652461744e+000
7	1.144697098463283e+000	1.148153621496883e+000
13	1.061290283664430e+000	1.071519305237606e+000
40	1.043542098556430e+000	1.047128548050900e+000
54	1.012966840337430e+000	1.023292992280754e+000
67	9.952735673684300e-001	1.000000000000000e+000
129	9.514573685572260e-001	9.549925860214360e-001
715	9.229388487391552e-001	9.332543007969910e-001
4675	9.098754413829302e-001	9.120108393559098e-001
6963	8.863514732968295e-001	8.912509381337456e-001
12885	8.673501987389640e-001	8.709635899560806e-001
29638	7.813014076940755e-001	7.943282347242815e-001
247546	7.733171802178019e-001	7.762471166286917e-001
481338	7.545429580077104e-001	7.585775750291838e-001
1262181	7.381360702090726e-001	7.413102413009175e-001
1308985	6.878287269618062e-001	6.918309709189364e-001
1348502	6.654901770638635e-001	6.760829753919818e-001
1865389	6.282046339309317e-001	6.309573444801933e-001
1881410	5.957871038332375e-001	6.025595860743578e-001
2345794	5.682875606706490e-001	5.754399373371569e-001
2424312	5.526609102775332e-001	5.623413251903491e-001
2831392	5.461425838718791e-001	5.495408738576245e-001
3114319	5.290829095875582e-001	5.370317963702527e-001
3286562	5.213431269419193e-001	5.248074602497725e-001
7168663	5.125313014178214e-001	5.128613839913648e-001
16624823	4.679447719550742e-001	4.786300923226383e-001
20000000	4.679447719550742e-001	4.786300923226383e-001
%
% index = 2732, name = bbob_f020_i07_d20__bbob_f021_i08_d20
% instance = 3, reference value = 9.852988308102070e-001
% function evaluation | indicator value | target hit
1	1.366539392600190e+000	1.380384264602885e+000
3	1.052321421180354e+000	1.071519305237606e+000
7	9.784572159188744e-001	1.000000000000000e+000
40	9.659568147611952e-001	9.772372209558107e-001
96	9.545182994399560e-001	9.549925860214360e-001
113	9.220729079003093e-001	9.332543007969910e-001
280	9.102348916308641e-001	9.120108393559098e-001
1171	8.907332626762643e-001	8.912509381337456e-001
5068	8.706553651629375e-001	8.709635899560806e-001
5114	8.170330076170440e-001	8.317637711026710e-001
6179	8.089859656415420e-001	8.128305161640993e-001
30826	7.885273152984281e-001	7.943282347242815e-001
44062	7.663047513080574e-001	7.762471166286917e-001
104442	7.578452192572101e-001	7.585775750291838e-001
188963	7.337724165717225e-001	7.413102413009175e-001
211891	7.068009640035851e-001	7.079457843841379e-001
287502	6.762073079534102e-001	6.918309709189364e-001
307537	6.759719245638758e-001	6.760829753919818e-001
409176	6.371682660297230e-001	6.456542290346555e-001
500018	6.282235204595816e-001	6.309573444801933e-001
895174	6.140791124209606e-001	6.165950018614822e-001
1293333	6.023733588691740e-001	6.025595860743578e-001
1572039	5.359588117260670e-001	5.370317963702527e-001
