%
% index = 2899, name = bbob_f002_i21_d40__bbob_f014_i22_d40
% instance = 10, reference value = 9.895038403728140e-001
% function evaluation | indicator value | target hit
1	2.389557672735769e+000	2.398832919019490e+000
5	1.098447613165314e+000	1.122018454301963e+000
26	1.050815085156314e+000	1.071519305237606e+000
48	9.728108603335036e-001	9.772372209558107e-001
195	9.180395125560574e-001	9.332543007969910e-001
446	9.056495165020266e-001	9.120108393559098e-001
522	8.733835593098519e-001	8.912509381337456e-001
724	8.453826948523368e-001	8.511380382023764e-001
744	8.167269461802791e-001	8.317637711026710e-001
894	8.111567788874841e-001	8.128305161640993e-001
952	7.698471576341199e-001	7.762471166286917e-001
1336	7.569913015795237e-001	7.585775750291838e-001
1926	6.893176803176973e-001	6.918309709189364e-001
2220	6.718229275263752e-001	6.760829753919818e-001
2946	5.949744771354706e-001	6.025595860743578e-001
4811	5.816234247110361e-001	5.888436553555889e-001
13834	5.698012212844987e-001	5.754399373371569e-001
14160	5.366221361731751e-001	5.370317963702527e-001
15545	5.217541415715844e-001	5.248074602497725e-001
20161	5.079311773221199e-001	5.128613839913648e-001
27415	4.709920299530983e-001	4.786300923226383e-001
42357	4.578680177666544e-001	4.677351412871982e-001
47874	4.220548161646054e-001	4.265795188015927e-001
83663	3.939482571413777e-001	3.981071705534973e-001
111580	3.866785963238868e-001	3.890451449942806e-001
133275	3.754441115339373e-001	3.801893963205612e-001
357994	3.650242271396348e-001	3.715352290971726e-001
526673	3.627256259775549e-001	3.630780547701014e-001
936125	3.222083389590668e-001	3.235936569296283e-001
1133163	3.129381548965743e-001	3.162277660168379e-001
1983415	2.996190370357637e-001	3.019951720402016e-001
3827683	2.876707281030261e-001	2.884031503126606e-001
8007849	2.790747083879389e-001	2.818382931264454e-001
13331488	2.740662547709629e-001	2.754228703338166e-001
22479938	2.598183227150672e-001	2.630267991895382e-001
25719255	2.564919351023909e-001	2.570395782768864e-001
40000000	2.549206609497839e-001	2.570395782768864e-001
%
% index = 2890, name = bbob_f002_i02_d40__bbob_f014_i04_d40
% instance = 1, reference value = 9.796853301072440e-001
% function evaluation | indicator value | target hit
1	2.426865934901734e+000	2.454708915685031e+000
5	8.278503053665546e-001	8.317637711026710e-001
346	7.839219655926533e-001	7.943282347242815e-001
618	7.393485466947244e-001	7.413102413009175e-001
